path	kind	size	lines	ext	issues	sha
app/src/main/java/com/vectras/qemu/SettingsFragment.java	text	805	28	.java	CRLF	-
app/src/main/java/com/vectras/qemu/VNCConfig.java	text	141	6	.java	-	-
app/src/main/java/com/vectras/qemu/utils/FileInstaller.java	text	11896	287	.java	-	-
app/src/main/java/com/vectras/qemu/utils/FileUtils.java	text	20576	555	.java	-	-
app/src/main/java/com/vectras/qemu/utils/QmpClient.java	text	14820	502	.java	-	-
app/src/main/java/com/vectras/qemu/utils/RamInfo.java	text	1697	42	.java	-	-
app/src/main/java/com/vectras/vm/AboutActivity.java	text	7420	170	.java	CRLF	-
app/src/main/java/com/vectras/vm/AppConfig.java	text	9600	196	.java	-	-
app/src/main/java/com/vectras/vm/CqcmActivity.java	text	7658	152	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/DataExplorerActivity.java	text	12329	364	.java	CRLF,missing-final-newline	-
app/src/main/java/com/vectras/vm/ExportRomActivity.java	text	12775	293	.java	-	-
app/src/main/java/com/vectras/vm/Fragment/ControlersOptionsFragment.java	text	3409	70	.java	CRLF,missing-final-newline	-
app/src/main/java/com/vectras/vm/Fragment/CreateImageDialogFragment.java	text	4213	113	.java	CRLF	-
app/src/main/java/com/vectras/vm/Fragment/LoggerDialogFragment.java	text	2145	57	.java	-	-
app/src/main/java/com/vectras/vm/Fragment/LoggerFragment.java	text	2210	65	.java	-	-
app/src/main/java/com/vectras/vm/ImagePrvActivity.java	text	1527	35	.java	CRLF	-
app/src/main/java/com/vectras/vm/MainService.java	text	5085	161	.java	-	-
app/src/main/java/com/vectras/vm/Minitools.java	text	15909	355	.java	-	-
app/src/main/java/com/vectras/vm/QemuParamsEditorActivity.java	text	8852	235	.java	-	-
app/src/main/java/com/vectras/vm/RomInfo.java	text	34062	802	.java	-	-
app/src/main/java/com/vectras/vm/RomReceiverActivity.java	text	6077	163	.java	-	-
app/src/main/java/com/vectras/vm/SetArchActivity.java	text	6002	153	.java	CRLF	-
app/src/main/java/com/vectras/vm/SplashActivity.java	text	6384	180	.java	-	-
app/src/main/java/com/vectras/vm/StartVM.java	text	22444	578	.java	-	-
app/src/main/java/com/vectras/vm/VMCreatorActivity.java	text	62582	1366	.java	-	-
app/src/main/java/com/vectras/vm/VMManager.java	text	97190	2145	.java	-	-
app/src/main/java/com/vectras/vm/VectrasApp.java	text	4262	112	.java	-	-
app/src/main/java/com/vectras/vm/VmImageCommandRules.java	text	759	31	.java	-	-
app/src/main/java/com/vectras/vm/VmProcessGuard.java	text	1058	32	.java	-	-
app/src/main/java/com/vectras/vm/WebViewActivity.java	text	6148	156	.java	-	-
app/src/main/java/com/vectras/vm/adapter/LogsAdapter.java	text	9100	402	.java	CRLF,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/adapters/GithubUserAdapter.java	text	1431	48	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/audit/AuditEvent.java	text	2002	63	.java	-	-
app/src/main/java/com/vectras/vm/audit/AuditLedger.java	text	3409	94	.java	-	-
app/src/main/java/com/vectras/vm/benchmark/BenchmarkActivity.java	text	37966	801	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/benchmark/BenchmarkManager.java	text	60200	1444	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/benchmark/VectraBenchmark.java	text	95080	2093	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/AdvancedAlgorithms.java	text	27067	806	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/AlgorithmAnalyzer.java	text	16889	498	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/BareMetalProfile.java	text	7609	228	.java	-	-
app/src/main/java/com/vectras/vm/core/BitwiseMath.java	text	27226	900	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/BoundedStringRingBuffer.java	text	11178	354	.java	-	-
app/src/main/java/com/vectras/vm/core/CoreExecutionBudgetPolicy.java	text	6012	176	.java	-	-
app/src/main/java/com/vectras/vm/core/DeterministicRuntimeMatrix.java	text	8992	242	.java	-	-
app/src/main/java/com/vectras/vm/core/ExecutionBudget.java	text	1490	50	.java	-	-
app/src/main/java/com/vectras/vm/core/ExecutionGovernance.java	text	9161	241	.java	-	-
app/src/main/java/com/vectras/vm/core/ExecutionPolicyCenter.java	text	7586	218	.java	-	-
app/src/main/java/com/vectras/vm/core/HardwareProfileBridge.java	text	9952	269	.java	-	-
app/src/main/java/com/vectras/vm/core/LogcatRuntime.java	text	3604	133	.java	-	-
app/src/main/java/com/vectras/vm/core/LowLevelAsm.java	text	10139	267	.java	-	-
app/src/main/java/com/vectras/vm/core/LowLevelBridge.java	text	5773	162	.java	-	-
app/src/main/java/com/vectras/vm/core/LowLevelDeterminism.java	text	3004	97	.java	-	-
app/src/main/java/com/vectras/vm/core/LowLevelVector.java	text	656	26	.java	-	-
app/src/main/java/com/vectras/vm/core/MathUtils.java	text	14696	356	.java	-	-
app/src/main/java/com/vectras/vm/core/NativeFastPath.java	text	45052	1202	.java	-	-
app/src/main/java/com/vectras/vm/core/NativeLogcatBridge.java	text	1537	53	.java	-	-
app/src/main/java/com/vectras/vm/core/OptimizationStrategies.java	text	15920	519	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/PerformanceMonitor.java	text	13284	374	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/core/ProcessBudgetRegistry.java	text	8505	249	.java	-	-
app/src/main/java/com/vectras/vm/core/ProcessLaunch.java	text	11437	318	.java	-	-
app/src/main/java/com/vectras/vm/core/ProcessOutputDrainer.java	text	7782	202	.java	-	-
app/src/main/java/com/vectras/vm/core/ProcessRuntimeOps.java	text	10056	270	.java	-	-
app/src/main/java/com/vectras/vm/core/ProcessSupervisor.java	text	15310	410	.java	-	-
app/src/main/java/com/vectras/vm/core/ProotCommandBuilder.java	text	9352	288	.java	-	-
app/src/main/java/com/vectras/vm/core/PulseAudio.java	text	5107	129	.java	-	-
app/src/main/java/com/vectras/vm/core/QemuCpuBudget.java	text	1316	50	.java	-	-
app/src/main/java/com/vectras/vm/core/QualityStandardsCatalog.java	text	4357	105	.java	-	-
app/src/main/java/com/vectras/vm/core/RuntimeErrorReporter.java	text	2091	62	.java	-	-
app/src/main/java/com/vectras/vm/core/ShellExecutor.java	text	12283	290	.java	-	-
app/src/main/java/com/vectras/vm/core/TermuxX11.java	text	2404	50	.java	-	-
app/src/main/java/com/vectras/vm/core/ThreadPoolBudget.java	text	2291	75	.java	-	-
app/src/main/java/com/vectras/vm/core/TokenBucketRateLimiter.java	text	1164	35	.java	-	-
app/src/main/java/com/vectras/vm/core/VmCommandSafetyValidator.java	text	2385	83	.java	-	-
app/src/main/java/com/vectras/vm/core/VmFlowNativeBridge.java	text	1993	67	.java	-	-
app/src/main/java/com/vectras/vm/core/VmFlowState.java	text	229	16	.java	-	-
app/src/main/java/com/vectras/vm/core/VmFlowTracker.java	text	4911	140	.java	-	-
app/src/main/java/com/vectras/vm/core/VmJsonParser.java	text	1190	37	.java	-	-
app/src/main/java/com/vectras/vm/crashtracker/CrashHandler.java	text	4206	105	.java	-	-
app/src/main/java/com/vectras/vm/crashtracker/LastCrashActivity.java	text	1649	44	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/download/DownloadCoordinator.java	text	3293	88	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadItemState.java	text	1304	43	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadPathResolver.java	text	3710	123	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadStateReconciler.java	text	2867	82	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadStateStore.java	text	6668	186	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadStatus.java	text	908	33	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadViewModel.java	text	3716	103	.java	-	-
app/src/main/java/com/vectras/vm/download/DownloadWorker.java	text	19829	476	.java	-	-
app/src/main/java/com/vectras/vm/importer/ImportSessionWorker.java	text	8214	218	.java	-	-
app/src/main/java/com/vectras/vm/importer/ImportStateStore.java	text	942	31	.java	-	-
app/src/main/java/com/vectras/vm/localization/EndpointValidator.kt	text	629	21	.kt	-	-
app/src/main/java/com/vectras/vm/localization/LanguageModule.kt	text	2365	76	.kt	trailing-whitespace	-
app/src/main/java/com/vectras/vm/localization/LanguageModuleAdapter.kt	text	5492	137	.kt	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/localization/LanguageModulesFragment.kt	text	7092	201	.kt	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/localization/LocaleHelper.kt	text	2101	70	.kt	-	-
app/src/main/java/com/vectras/vm/localization/LocaleManager.kt	text	9049	277	.kt	-	-
app/src/main/java/com/vectras/vm/localization/NetworkEndpoints.kt	text	340	10	.kt	-	-
app/src/main/java/com/vectras/vm/logger/LogItem.java	text	8150	246	.java	CRLF	-
app/src/main/java/com/vectras/vm/logger/VMStatus.java	text	739	33	.java	CRLF	-
app/src/main/java/com/vectras/vm/logger/VectrasStatus.java	text	10579	368	.java	CRLF,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/main/MainActivity.java	text	37485	814	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/main/MainUiStateViewModel.java	text	469	17	.java	-	-
app/src/main/java/com/vectras/vm/main/core/CallbackInterface.java	text	224	9	.java	-	-
app/src/main/java/com/vectras/vm/main/core/DisplaySystem.java	text	5357	135	.java	-	-
app/src/main/java/com/vectras/vm/main/core/MainStartVM.java	text	25556	618	.java	-	-
app/src/main/java/com/vectras/vm/main/core/PendingCommand.java	text	2733	59	.java	-	-
app/src/main/java/com/vectras/vm/main/core/RomOptionsDialog.java	text	2326	57	.java	-	-
app/src/main/java/com/vectras/vm/main/core/SharedData.java	text	301	11	.java	-	-
app/src/main/java/com/vectras/vm/main/monitor/SystemMonitorFragment.java	text	13218	311	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/DataRoms.java	text	1365	48	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/HomeRomStoreViewModel.java	text	544	21	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/RomCatalogLabels.java	text	1794	55	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/RomStoreFragment.java	text	8690	241	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/RomStoreHomeAdapterSearch.java	text	5490	136	.java	-	-
app/src/main/java/com/vectras/vm/main/romstore/RomStoreHomeAdpater.java	text	8462	199	.java	-	-
app/src/main/java/com/vectras/vm/main/softwarestore/SoftwareStoreFragment.java	text	6741	178	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/main/softwarestore/SoftwareStoreHomeAdapter.java	text	4832	119	.java	-	-
app/src/main/java/com/vectras/vm/main/softwarestore/SoftwareStoreHomeAdapterSearch.java	text	5175	133	.java	-	-
app/src/main/java/com/vectras/vm/main/softwarestore/SoftwareStoreViewModel.java	text	616	22	.java	-	-
app/src/main/java/com/vectras/vm/main/vms/DataMainRoms.java	text	348	13	.java	CRLF	-
app/src/main/java/com/vectras/vm/main/vms/VmsDiffUtil.java	text	1214	40	.java	-	-
app/src/main/java/com/vectras/vm/main/vms/VmsFragment.java	text	8700	228	.java	-	-
app/src/main/java/com/vectras/vm/main/vms/VmsHomeAdapter.java	text	4818	129	.java	-	-
app/src/main/java/com/vectras/vm/model/GithubUser.java	text	324	19	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/network/EndpointFeature.java	text	1380	41	.java	-	-
app/src/main/java/com/vectras/vm/network/EndpointPolicy.java	text	3154	88	.java	-	-
app/src/main/java/com/vectras/vm/network/EndpointValidator.java	text	2013	75	.java	-	-
app/src/main/java/com/vectras/vm/network/NetworkEndpoints.java	text	2017	57	.java	-	-
app/src/main/java/com/vectras/vm/network/RequestNetwork.java	text	1372	52	.java	-	-
app/src/main/java/com/vectras/vm/network/RequestNetworkController.java	text	7634	180	.java	-	-
app/src/main/java/com/vectras/vm/qemu/ExecutionBudgetPolicy.java	text	1758	56	.java	-	-
app/src/main/java/com/vectras/vm/qemu/KvmProbe.java	text	4652	135	.java	-	-
app/src/main/java/com/vectras/vm/qemu/QemuArgsBuilder.java	text	5214	161	.java	-	-
app/src/main/java/com/vectras/vm/qemu/QemuBinaryResolver.java	text	5600	145	.java	-	-
app/src/main/java/com/vectras/vm/qemu/VmLaunchLedger.java	text	3814	104	.java	-	-
app/src/main/java/com/vectras/vm/qemu/VmProfile.java	text	117	8	.java	-	-
